,NOSE_x,NOSE_y,LEFT_SHOULDER_x,LEFT_SHOULDER_y,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,LEFT_ELBOW_x,LEFT_ELBOW_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,LEFT_WRIST_x,LEFT_WRIST_y,RIGHT_WRIST_x,RIGHT_WRIST_y,LEFT_INDEX_x,LEFT_INDEX_y,RIGHT_INDEX_x,RIGHT_INDEX_y,LEFT_HIP_x,LEFT_HIP_y,RIGHT_HIP_x,RIGHT_HIP_y,LEFT_KNEE_x,LEFT_KNEE_y,RIGHT_KNEE_x,RIGHT_KNEE_y,LEFT_ANKLE_x,LEFT_ANKLE_y,RIGHT_ANKLE_x,RIGHT_ANKLE_y,LEFT_FOOT_INDEX_x,LEFT_FOOT_INDEX_y,RIGHT_FOOT_INDEX_x,RIGHT_FOOT_INDEX_y,CENTER_HIP_x,CENTER_HIP_y,CENTER_SHOULDER_x,CENTER_SHOULDER_y,Angle_upper_arms,Angle_elbow_L,Angle_elbow_R,Angle_thighs,Angle_knee_L,Angle_knee_R,Angle_shoulder_L,Angle_shoulder_R,Angle_hip_L,Angle_hip_R,width,height,pose_num
129,166.57,130.45,168.26,100.91,166.99,102.97,197.38,133.10,199.23,139.94,224.87,158.29,232.98,165.21,237.02,158.90,246.15,164.90,94.81,29.51,91.35,28.68,60.19,90.00,56.81,91.17,27.56,141.05,25.43,149.35,54.18,155.95,53.90,161.73,93.08,29.10,167.63,101.94,1.04,5.36,12.09,0.86,2.79,0.59,176.47,175.43,104.55,105.41,275,183,2
130,137.86,143.20,133.50,122.62,133.67,121.18,152.03,144.60,154.70,146.22,177.17,155.44,180.56,156.75,186.96,155.31,190.60,156.81,83.08,81.38,80.83,77.84,55.89,116.00,54.92,115.66,33.54,150.71,32.17,152.10,52.64,158.51,51.68,160.77,81.95,79.61,133.59,121.90,0.12,26.53,27.85,3.74,5.38,2.44,169.45,169.33,91.17,94.91,225,225,2
131,123.83,152.71,122.47,137.26,120.94,138.68,139.37,152.90,139.04,155.39,156.66,165.44,160.34,168.59,163.26,164.39,168.30,167.99,85.99,100.51,84.93,100.55,63.28,130.26,61.98,130.49,45.26,157.44,43.03,160.24,58.49,167.48,55.46,168.55,85.46,100.53,121.71,137.97,0.07,6.84,10.92,0.12,3.81,4.99,176.86,176.79,98.57,98.44,225,225,2
132,188.63,129.22,182.93,103.93,188.28,103.86,205.66,126.57,216.30,130.43,231.25,141.18,242.46,146.41,237.66,142.48,249.92,147.00,120.02,56.96,122.12,55.29,71.47,98.07,70.19,98.79,26.10,136.59,22.39,138.15,27.53,148.67,25.94,150.16,121.07,56.12,185.60,103.90,1.40,15.14,12.05,0.30,0.08,0.49,171.64,173.04,76.77,76.47,262,192,2
133,171.26,122.08,173.05,104.71,170.34,105.41,188.70,121.77,190.09,130.72,203.65,139.69,207.24,151.69,209.56,139.75,216.45,153.39,131.37,71.08,124.02,69.06,105.79,107.17,101.07,105.28,95.55,136.10,82.08,140.06,112.40,143.19,99.49,148.39,127.69,70.07,171.69,105.06,4.57,2.71,1.31,2.98,15.84,3.70,171.04,166.47,93.17,96.15,300,168,2
134,131.60,138.98,128.58,119.53,130.26,118.29,147.87,137.15,148.64,136.43,167.87,151.38,171.24,153.16,175.92,152.97,178.80,154.31,87.86,87.81,86.82,85.00,64.63,116.48,62.23,115.73,45.85,147.48,43.13,148.57,60.07,153.78,59.59,155.67,87.34,86.41,129.42,118.91,2.23,6.97,8.12,0.35,7.81,8.49,175.28,173.06,88.67,89.02,225,225,2
135,182.98,110.51,187.60,87.89,191.81,88.69,206.70,108.83,217.62,117.41,229.16,123.26,247.54,137.52,239.34,124.48,258.11,137.18,132.39,46.43,130.41,44.19,97.33,86.83,94.02,86.72,69.03,122.39,60.55,128.75,86.35,136.61,81.15,140.11,131.40,45.31,189.71,88.29,0.42,14.91,14.14,0.39,2.44,2.03,168.76,168.34,85.44,85.83,305,165,2
136,132.58,157.84,131.33,131.68,133.07,127.58,153.20,156.44,153.68,158.20,181.35,174.51,185.61,178.50,190.19,175.54,196.13,179.30,82.60,78.46,81.33,76.19,51.14,125.23,50.62,125.94,22.28,165.14,17.23,169.86,42.94,177.07,40.39,178.80,81.97,77.33,132.20,129.63,7.51,15.85,23.61,2.23,1.95,5.55,177.62,170.10,102.24,104.47,259,194,2
137,170.84,127.17,176.70,107.94,176.78,110.16,191.22,129.12,191.86,134.93,207.19,144.50,212.75,157.06,215.13,145.46,222.37,157.98,128.78,67.49,127.20,67.92,102.81,105.29,101.87,106.97,81.09,138.78,77.45,141.74,94.47,150.28,92.47,152.93,127.99,67.71,176.74,109.05,3.09,11.67,12.03,1.52,1.51,2.12,164.72,161.63,95.81,97.33,294,172,2
138,145.78,121.55,160.93,94.52,166.36,94.88,184.89,121.51,192.92,127.04,211.45,138.87,223.27,146.73,221.72,140.03,237.62,147.59,117.73,31.67,118.63,29.63,90.47,80.04,90.35,80.44,68.23,131.66,63.47,137.39,89.24,144.46,87.47,149.45,118.18,30.65,163.64,94.70,2.05,15.23,17.47,0.30,6.09,3.83,173.77,175.81,115.23,115.53,290,174,2
139,174.41,110.80,185.73,87.98,185.57,91.47,206.15,115.30,208.23,123.34,223.02,138.58,233.79,152.58,232.70,140.81,244.37,152.99,126.47,30.60,123.66,31.86,90.67,84.16,88.32,85.44,66.21,127.79,58.22,136.25,87.41,143.26,81.97,147.18,125.06,31.23,185.65,89.72,1.36,0.84,5.74,0.34,4.47,2.77,170.77,169.41,100.24,100.58,291,173,2
140,157.87,136.88,151.43,117.93,152.05,119.51,168.53,139.54,170.56,142.27,187.81,156.35,195.32,161.26,195.46,155.73,205.73,160.81,106.22,74.59,105.24,74.80,83.00,115.15,83.73,116.65,61.55,151.28,59.93,154.31,79.92,159.11,79.24,161.74,105.73,74.69,151.74,118.72,0.78,10.57,13.38,2.59,0.90,5.08,172.08,172.87,103.94,106.54,259,195,2
141,162.40,129.88,163.53,98.94,162.95,100.20,189.97,125.79,189.86,132.85,214.45,146.24,224.08,159.23,224.71,147.19,237.72,159.93,96.92,42.99,93.82,41.20,58.48,93.72,55.93,93.79,24.66,141.17,17.16,145.08,49.07,155.68,42.69,157.96,95.37,42.09,163.24,99.57,5.06,5.56,12.88,1.39,1.68,1.32,174.81,169.76,93.10,94.49,266,190,2
142,175.16,131.42,176.12,111.78,177.43,110.97,190.49,133.92,196.51,134.45,209.03,150.77,217.70,157.06,217.33,151.97,226.01,158.73,120.98,80.85,119.99,78.17,91.53,113.19,90.17,112.00,66.45,142.51,60.64,145.94,81.44,157.41,75.68,158.07,120.49,79.51,176.77,111.38,6.13,14.75,4.02,0.94,1.79,0.37,152.50,158.62,77.19,78.12,275,183,2
143,163.86,132.64,161.91,104.81,163.17,106.62,186.15,125.04,188.34,133.20,208.07,138.77,218.65,152.01,216.38,137.60,229.78,152.70,103.78,53.12,103.36,54.29,65.49,96.20,64.31,97.91,42.49,135.07,37.39,139.22,59.93,145.39,58.22,148.86,103.57,53.71,162.54,105.72,6.69,7.78,14.71,0.20,11.01,8.73,178.44,174.87,89.78,89.58,259,194,2
144,183.76,125.95,178.07,101.31,176.79,106.52,202.25,125.88,199.43,137.54,224.12,142.10,232.36,159.78,235.25,142.74,246.54,159.69,115.67,52.82,114.93,57.19,83.23,102.78,79.00,106.91,53.82,138.97,40.11,149.25,68.37,153.04,59.26,161.80,115.30,55.01,177.43,103.92,8.42,8.90,19.85,2.86,6.11,6.72,172.76,164.33,95.22,92.36,275,183,2
145,115.33,176.05,128.65,162.65,127.08,164.06,142.88,178.35,140.28,184.80,161.46,190.94,162.24,200.18,167.91,192.50,170.16,200.65,88.95,127.99,84.67,126.61,64.97,158.22,61.44,159.09,44.84,185.21,37.33,189.99,56.81,194.38,51.78,198.77,86.81,127.30,127.86,163.36,9.68,13.73,22.50,2.85,1.70,2.39,173.46,163.78,92.87,95.72,225,225,2
146,167.87,129.92,160.45,103.34,162.79,106.62,184.96,136.21,189.29,142.51,207.92,159.68,219.19,170.50,219.17,162.05,231.43,171.21,91.56,50.86,90.68,51.49,56.99,102.16,53.08,103.09,27.13,143.37,15.53,152.49,46.97,158.82,39.98,163.89,91.12,51.17,161.62,104.98,0.28,7.65,10.46,2.10,1.95,1.16,164.07,163.79,93.37,91.27,248,203,2
147,138.61,146.17,148.78,117.51,146.21,117.73,178.94,147.49,179.57,150.27,212.61,169.24,216.24,172.17,225.86,170.26,230.76,173.25,95.58,44.58,88.73,41.09,65.45,100.85,57.51,100.09,47.24,157.03,41.01,161.12,70.37,169.47,67.84,173.40,92.15,42.83,147.50,117.62,0.54,11.97,13.45,0.28,10.20,12.77,171.33,170.79,115.33,115.61,264,191,2
148,126.69,152.43,139.11,135.85,145.69,132.82,162.45,155.26,166.75,155.77,184.76,168.68,192.09,174.42,191.65,169.09,201.26,174.65,101.88,84.94,103.62,81.34,79.60,124.40,79.84,123.33,56.69,163.92,56.03,165.40,74.26,173.18,73.23,174.46,102.75,83.14,142.40,134.34,7.71,8.74,11.12,0.08,0.65,0.03,167.51,175.22,112.79,112.71,259,195,2
149,151.02,130.15,156.74,96.62,158.24,97.90,184.84,131.46,188.20,137.86,213.54,150.73,227.03,169.09,224.58,151.48,244.05,171.18,92.86,28.41,89.38,25.00,56.10,85.98,52.67,86.39,24.64,140.89,17.79,147.91,50.68,158.32,46.61,162.55,91.12,26.70,157.49,97.26,2.04,17.24,14.35,1.68,2.75,1.33,175.64,173.60,104.19,105.87,268,188,2
150,149.31,110.51,149.63,85.49,150.91,86.15,173.29,109.86,175.66,113.47,193.85,128.20,201.27,136.02,204.83,128.80,212.38,136.15,93.30,41.93,89.19,39.83,64.90,84.69,57.44,83.19,40.43,118.67,28.73,123.36,57.42,132.22,48.84,136.14,91.24,40.88,150.27,85.82,2.00,4.10,6.47,2.61,2.17,0.64,171.44,169.45,93.69,91.08,275,183,2
151,163.41,139.42,170.55,110.13,168.02,116.25,197.28,129.29,194.41,142.40,221.32,142.95,226.03,161.31,229.67,145.39,237.44,162.21,104.09,67.56,99.81,68.37,64.39,111.49,59.29,113.21,36.51,141.86,24.21,152.26,54.95,155.48,47.78,160.16,101.95,67.97,169.28,113.19,9.11,6.03,13.86,0.00,0.43,0.18,178.26,169.15,81.77,81.78,275,183,2
152,163.24,127.13,182.39,105.40,182.52,107.86,211.32,128.45,214.91,135.07,245.77,139.95,249.63,148.76,257.95,139.41,263.05,147.91,134.85,40.39,132.20,40.38,88.58,84.08,86.96,84.61,49.72,126.52,44.79,131.15,68.30,144.68,65.37,146.71,133.53,40.38,182.46,106.63,1.49,20.09,18.53,0.99,4.16,3.47,165.00,166.49,96.91,97.90,307,164,2
153,163.55,112.90,175.60,86.37,175.83,86.43,199.51,115.69,204.63,119.66,228.45,133.47,238.43,138.99,241.93,135.43,252.21,140.37,124.19,25.21,121.87,22.45,81.24,75.18,79.51,75.24,44.25,122.66,40.60,126.15,67.65,138.73,64.62,139.78,123.03,23.83,175.71,86.40,1.72,19.24,19.31,1.93,2.76,1.36,179.11,179.17,99.23,101.16,317,159,2
154,141.16,174.69,140.95,158.99,141.00,161.90,152.30,175.73,150.43,183.27,165.79,186.89,167.59,196.57,172.30,188.05,175.02,196.45,102.10,131.40,100.05,131.11,75.83,159.24,70.78,158.92,51.98,178.89,41.98,183.55,60.74,191.53,54.30,195.25,101.08,131.25,140.98,160.45,10.36,16.22,28.42,3.14,7.19,3.01,160.35,150.00,82.86,79.73,225,225,2
155,147.72,137.85,152.87,123.59,152.63,125.28,168.19,137.61,168.94,141.92,180.73,148.44,185.41,154.12,185.65,149.68,191.53,154.99,118.34,86.70,116.64,86.63,103.15,117.85,102.14,118.12,89.72,146.53,88.73,148.31,102.00,153.66,101.25,155.03,117.49,86.66,152.75,124.44,3.12,1.62,9.05,1.27,0.90,0.79,175.48,178.59,110.97,112.25,275,183,2
156,154.74,144.49,149.93,131.49,149.90,134.13,161.81,145.31,162.85,147.90,173.72,155.15,176.70,159.23,178.55,156.54,182.43,160.32,115.71,107.85,114.24,108.50,96.09,130.81,94.49,131.19,80.30,150.14,76.87,152.96,86.72,158.88,84.51,160.55,114.98,108.17,149.91,132.81,2.57,9.79,7.47,0.53,1.26,2.06,165.87,168.44,84.68,84.15,259,194,2
157,161.80,128.36,171.68,100.26,173.62,100.91,203.60,127.53,207.75,130.65,234.33,145.39,245.32,149.78,248.82,147.13,257.74,150.48,127.12,32.83,124.43,28.49,96.23,80.91,86.62,82.68,74.97,130.38,66.88,137.77,101.09,140.52,91.50,150.15,125.78,30.66,172.65,100.58,0.57,10.33,14.08,2.18,9.47,15.19,164.34,164.91,113.44,111.26,300,168,2
158,151.65,174.67,143.18,155.96,145.58,155.00,160.90,176.06,165.57,178.66,179.74,195.97,182.98,201.03,186.27,197.86,191.18,202.21,91.88,111.94,91.17,109.83,61.18,152.95,60.87,152.98,36.13,191.33,35.44,192.41,52.29,201.86,51.51,202.49,91.52,110.88,144.38,155.48,1.22,2.01,2.29,1.74,3.69,2.25,171.55,170.34,93.34,95.08,225,225,2
159,155.42,124.29,152.88,100.42,154.26,101.78,174.57,122.56,178.26,126.20,194.58,139.68,204.52,147.18,202.20,138.82,215.98,147.47,105.62,48.84,103.98,47.43,77.98,91.20,77.02,91.94,55.93,133.93,53.92,135.70,74.87,147.52,71.18,149.94,104.80,48.13,153.57,101.10,0.09,5.03,6.87,1.91,5.82,3.37,178.22,178.13,104.25,106.16,275,183,2
160,125.56,174.84,132.33,152.07,131.05,153.18,154.10,173.60,154.86,178.26,177.33,189.67,182.68,199.69,187.49,190.39,193.63,199.15,87.95,97.61,85.65,97.78,56.52,141.01,51.64,144.21,26.87,179.03,18.61,191.63,46.15,190.09,41.33,200.12,86.80,97.69,131.69,152.63,1.81,10.00,8.88,0.31,2.02,1.36,173.93,175.74,104.83,104.52,225,225,2
161,165.11,127.44,177.37,99.03,184.85,93.66,206.21,133.87,213.77,131.40,243.59,160.61,246.93,162.19,252.48,163.89,258.32,166.21,120.53,26.46,124.01,20.73,76.46,86.31,76.37,85.85,40.47,146.69,39.65,147.48,69.52,160.34,69.20,161.70,122.27,23.60,181.11,96.34,2.16,14.80,9.66,0.18,5.57,5.39,179.35,178.49,104.67,104.85,299,169,2
162,151.03,142.89,156.92,117.30,147.11,119.69,168.48,149.79,161.00,155.35,185.47,181.17,181.49,191.95,194.29,184.64,192.95,192.65,99.20,50.86,93.66,50.29,66.34,108.65,63.04,109.82,40.70,158.90,37.99,162.56,53.67,180.29,47.73,187.61,96.43,50.57,152.01,118.50,1.70,8.83,7.94,2.41,2.59,1.81,160.30,162.00,111.09,113.49,225,225,2
163,179.12,111.26,196.87,87.45,196.84,88.38,219.49,122.69,222.20,127.71,248.28,149.31,256.75,158.47,261.73,152.60,271.63,160.64,131.98,22.40,127.65,22.16,93.91,80.76,91.33,81.73,55.83,135.15,51.75,140.64,80.88,155.10,78.79,158.18,129.81,22.28,196.85,87.92,0.11,14.54,15.51,1.75,1.89,2.53,167.09,167.21,101.28,103.03,300,168,2
164,128.27,128.97,144.64,110.16,144.00,112.70,165.56,125.58,168.93,136.03,190.00,137.63,198.05,152.03,199.92,138.82,209.74,153.40,97.78,64.02,93.50,63.14,61.84,102.84,59.22,103.36,32.70,132.44,23.59,139.68,45.92,144.70,41.25,149.42,95.64,63.58,144.32,111.43,6.71,10.15,14.31,2.36,1.75,4.01,171.90,178.60,91.71,94.06,282,178,2
165,164.22,117.43,176.21,97.92,176.10,102.03,191.74,119.09,196.89,125.20,211.20,135.95,220.03,146.91,220.26,139.07,230.24,148.82,118.20,55.04,116.02,58.72,86.50,93.28,85.82,96.64,49.87,130.27,47.36,134.88,66.06,142.54,65.85,146.89,117.11,56.88,176.15,99.97,5.63,12.83,4.93,1.12,5.07,6.63,162.39,168.02,86.47,87.59,308,164,2
166,152.79,111.57,158.76,93.69,157.65,96.11,170.89,113.60,172.41,118.04,181.97,130.99,186.84,139.14,187.87,131.88,194.31,140.21,113.36,58.15,110.24,58.57,90.34,93.79,89.57,94.45,75.28,125.42,73.34,127.93,90.66,133.97,88.27,135.80,111.80,58.36,158.21,94.90,2.57,1.13,0.46,2.91,7.38,4.08,159.58,162.14,95.36,98.27,275,183,2
167,120.79,106.56,135.87,84.41,136.15,88.82,159.03,111.73,161.73,121.02,183.57,130.93,196.19,142.88,195.44,130.70,207.29,141.07,82.77,22.03,78.28,21.47,48.42,74.71,45.79,75.77,23.62,119.17,17.75,124.94,45.68,134.79,38.27,138.71,80.53,21.75,136.01,86.61,1.82,11.68,19.16,2.21,3.95,1.19,179.75,177.93,106.36,108.57,282,179,2
168,153.46,134.15,161.09,117.95,161.77,119.28,175.14,139.04,178.35,143.96,190.49,153.44,200.61,165.09,197.33,154.72,209.42,164.73,115.78,81.11,112.38,81.12,93.27,118.22,91.49,119.26,74.49,147.39,67.85,153.05,88.49,157.77,84.43,161.00,114.08,81.12,161.43,118.61,0.23,13.19,12.61,2.53,1.54,6.28,162.03,162.26,97.14,99.67,275,183,2
169,155.63,145.87,149.78,120.24,150.09,120.97,170.28,140.69,171.67,143.66,193.09,157.76,196.53,162.42,200.88,157.73,206.81,163.35,103.42,64.80,102.13,64.83,74.10,109.95,73.25,110.94,52.76,151.55,50.29,154.52,71.63,162.82,69.91,164.17,102.77,64.81,149.93,120.61,1.51,8.10,9.38,0.95,5.85,4.27,175.12,176.63,106.79,107.74,251,201,2
170,134.59,112.23,148.44,94.44,145.94,98.72,166.79,111.33,163.56,120.16,184.00,122.28,188.28,137.16,191.86,124.09,196.87,136.08,109.48,47.49,105.58,46.86,81.55,84.66,78.53,85.04,60.59,118.67,55.96,122.05,76.61,129.86,73.44,131.29,107.53,47.18,147.19,96.58,7.95,10.19,16.07,1.61,5.29,3.95,171.39,179.34,104.32,105.92,300,168,2
171,180.55,113.60,190.42,91.37,189.93,92.31,210.40,119.05,215.92,127.21,234.17,137.18,244.01,158.03,242.79,137.30,255.98,159.58,136.64,37.04,130.18,34.98,102.44,84.87,97.48,85.53,73.66,125.89,60.62,134.58,93.87,139.37,81.28,150.04,133.41,36.01,190.17,91.84,0.84,16.85,5.68,2.67,0.53,4.02,170.35,171.20,98.95,101.63,300,168,2
172,160.18,120.96,175.34,98.04,175.57,97.56,199.79,126.50,203.39,130.00,229.97,144.35,238.62,150.98,242.96,143.51,252.23,150.10,127.28,31.22,126.09,29.36,87.93,84.46,86.43,84.81,50.09,136.30,47.80,139.14,74.65,147.54,73.13,149.26,126.68,30.29,175.46,97.80,0.04,18.73,18.60,0.91,0.35,0.15,175.18,175.22,107.68,108.59,292,173,2
173,166.55,123.89,180.98,95.31,181.51,94.81,212.02,120.75,213.66,130.95,248.55,142.31,254.54,149.88,265.49,143.56,270.61,150.35,124.06,22.27,121.76,20.35,78.03,78.73,76.97,79.26,44.53,131.77,42.87,134.74,66.57,147.30,65.60,150.01,122.91,21.31,181.24,95.06,9.00,8.78,23.49,1.95,6.92,5.68,167.68,176.68,102.47,104.41,300,168,2
174,163.98,114.02,171.16,88.68,172.15,88.49,191.41,115.26,191.41,119.18,215.88,134.80,218.40,140.46,225.46,136.04,228.94,141.14,116.20,37.33,114.57,33.52,83.56,80.27,81.53,78.84,54.90,123.62,51.49,126.62,74.00,137.44,72.24,140.02,115.39,35.43,171.66,88.58,5.19,14.10,19.64,1.14,3.78,3.94,170.67,165.48,96.13,97.27,299,168,2
175,162.10,116.47,166.59,94.27,165.54,96.26,182.23,119.51,183.73,125.11,202.29,136.33,208.92,144.59,210.60,138.00,218.17,145.76,112.29,53.50,109.05,52.01,82.50,94.03,80.70,94.27,57.40,131.37,50.72,136.20,75.11,142.58,71.55,145.11,110.67,52.76,166.07,95.26,0.45,18.24,20.04,2.46,2.41,1.71,159.28,159.73,91.18,93.64,279,180,2
176,161.38,101.63,167.28,74.75,170.51,75.29,193.15,104.30,202.57,109.01,219.66,127.25,237.82,138.17,229.98,128.66,251.70,139.26,98.94,29.04,96.62,26.44,73.93,85.97,68.83,86.24,48.85,130.33,39.08,142.03,70.91,144.30,65.71,151.29,97.78,27.74,168.89,75.02,2.36,7.92,6.85,1.21,5.77,3.15,164.81,167.17,99.90,98.69,300,168,2
177,165.87,115.52,162.47,92.13,162.84,98.95,183.57,114.46,182.35,123.68,204.90,129.91,209.85,144.22,213.95,130.12,221.85,145.96,108.90,44.16,106.21,45.66,74.47,86.63,71.71,87.21,46.05,122.31,35.64,132.98,64.44,138.73,58.20,145.47,107.55,44.91,162.66,95.54,5.09,10.73,14.96,0.67,0.49,1.46,175.94,170.85,93.54,92.87,278,182,2
178,127.99,108.34,129.45,92.57,130.00,93.54,145.69,113.25,148.82,117.02,163.40,129.85,169.14,136.94,168.54,131.56,174.75,138.67,85.63,46.25,83.70,45.66,57.66,81.49,54.22,81.39,35.79,115.10,26.69,119.78,48.89,129.26,42.32,133.13,84.66,45.96,129.72,93.05,0.58,8.73,6.88,1.09,5.38,3.87,174.40,174.97,97.83,96.75,278,181,2
179,169.75,75.96,158.28,82.80,149.31,76.47,173.03,68.61,128.74,71.35,181.93,54.10,109.65,67.41,183.01,48.13,105.91,64.91,127.61,106.96,124.03,100.46,130.71,134.91,97.61,95.53,129.27,165.91,108.56,67.11,140.69,169.43,108.95,53.07,125.82,103.71,153.80,79.63,122.16,14.63,2.32,106.91,8.99,100.50,176.85,54.70,55.61,51.30,275,183,3
180,92.75,42.71,124.40,50.48,99.68,65.52,146.70,33.16,70.30,62.37,167.26,18.69,46.05,58.59,172.48,11.83,38.46,57.20,160.02,84.29,153.29,98.87,191.72,55.78,152.55,139.84,174.01,16.08,148.08,182.81,173.57,1.69,130.23,190.02,156.66,91.58,112.04,58.00,136.07,2.68,2.75,133.01,72.06,4.90,74.79,149.14,78.94,54.07,259,194,3
181,98.77,62.88,127.37,61.27,107.85,76.99,146.61,46.58,86.17,77.10,164.93,33.72,67.83,64.30,169.19,28.95,66.30,56.65,161.26,80.80,154.15,95.21,189.08,59.17,154.84,130.70,168.70,32.11,151.20,164.25,161.15,17.35,137.17,172.38,157.70,88.01,117.61,69.13,142.92,2.29,35.18,126.75,89.12,7.30,62.57,154.51,63.07,63.68,275,183,3
182,145.27,68.34,127.79,86.03,104.01,61.60,157.94,75.98,81.76,38.19,185.57,61.46,60.99,17.41,195.38,60.31,55.55,12.87,63.85,111.46,58.79,91.77,60.59,158.81,19.79,59.84,70.22,203.33,46.84,23.26,90.67,213.89,57.69,6.89,61.32,101.62,115.90,73.81,115.10,9.27,1.44,125.38,16.14,87.17,171.45,73.44,59.07,66.31,225,225,3
183,140.85,54.81,132.75,71.83,110.14,67.77,158.24,60.67,81.68,53.78,180.50,46.70,55.32,43.75,187.00,41.89,47.49,38.97,91.48,115.50,85.16,103.37,85.66,149.91,43.06,93.83,87.49,185.69,50.90,48.61,104.17,193.79,42.93,30.35,88.32,109.43,121.45,69.80,130.17,8.45,5.33,93.18,12.51,87.07,153.55,76.28,30.30,62.87,225,225,3
184,138.24,53.58,132.78,69.62,114.82,60.36,154.38,61.63,90.26,55.24,172.26,50.17,68.46,49.91,177.64,47.31,63.24,45.82,97.79,98.08,92.31,88.64,92.40,132.96,57.50,85.09,93.85,166.27,63.72,50.50,106.96,172.35,60.80,38.04,95.05,93.36,123.80,64.99,147.91,12.35,1.98,87.04,11.26,94.38,155.70,56.39,36.60,50.44,275,183,3
185,166.63,37.10,159.94,59.74,137.01,47.93,189.45,62.56,111.88,30.26,215.23,59.07,86.98,15.57,223.41,56.05,80.62,13.91,114.58,92.48,110.59,81.40,107.29,130.45,75.03,59.22,112.23,170.74,80.67,24.21,129.96,177.55,79.29,9.60,112.58,86.94,148.47,53.83,150.35,13.16,4.56,111.09,17.87,67.20,131.85,77.80,36.44,74.65,275,183,3
186,60.67,81.20,85.77,82.30,67.80,93.42,105.07,67.70,48.37,83.57,116.77,50.71,39.35,61.31,119.47,45.23,38.36,54.03,115.95,106.84,113.63,116.54,143.30,82.36,117.72,152.60,125.63,53.68,111.82,185.99,119.18,40.76,96.79,193.17,114.79,111.69,76.78,87.86,116.03,18.36,41.07,125.37,79.80,16.48,69.19,174.78,73.92,51.45,250,202,3
187,187.99,52.84,182.03,67.44,165.46,58.34,206.15,67.63,145.21,48.10,226.08,63.59,125.82,40.75,232.57,62.11,120.24,38.59,148.74,93.28,144.75,85.79,143.81,126.19,109.94,77.26,145.88,158.87,119.85,44.94,159.84,166.78,119.50,33.59,146.75,89.54,173.74,62.89,153.61,11.89,6.05,95.24,12.16,93.27,134.94,71.45,36.85,58.39,275,183,3
188,181.54,41.75,176.74,58.41,156.27,50.60,195.96,48.25,135.12,44.87,203.95,29.94,116.07,32.38,202.53,22.81,112.52,28.14,144.13,91.34,138.28,79.46,147.20,125.84,110.17,62.69,147.03,157.38,111.41,32.35,159.66,165.41,112.24,20.00,141.20,85.40,166.50,54.50,137.00,38.54,18.13,125.91,5.40,61.53,157.18,65.83,44.40,81.51,289,175,3
189,391.46,98.68,380.25,125.44,330.85,115.42,419.88,90.36,278.13,102.28,448.59,39.65,233.87,100.70,452.87,23.32,221.02,96.24,298.43,219.13,276.57,197.36,292.91,301.97,189.48,201.39,288.12,379.95,220.35,124.78,308.43,399.77,219.33,93.04,287.50,208.25,355.55,120.43,124.49,18.96,11.94,83.54,0.30,114.59,169.29,66.22,33.95,49.58,612,408,3
190,359.18,166.76,343.68,185.35,318.61,169.06,377.85,183.72,284.74,156.61,409.41,179.27,250.47,142.56,418.30,178.20,243.19,135.40,271.73,229.00,263.49,209.98,271.23,284.15,206.40,187.61,282.09,334.99,241.16,143.38,299.91,343.06,246.46,121.28,267.61,219.49,331.15,177.20,157.10,5.31,2.11,110.87,12.59,106.78,149.07,53.83,55.82,55.04,612,408,3
191,154.26,311.03,200.65,314.13,172.85,343.63,241.69,284.35,130.76,336.39,278.80,265.25,91.39,320.84,288.58,259.04,81.36,310.97,271.34,350.04,263.17,374.16,334.19,327.59,265.04,441.15,298.78,272.74,259.46,503.39,285.33,247.00,235.07,514.84,267.25,362.10,186.75,328.88,134.28,8.74,11.79,108.05,103.18,6.73,58.39,167.33,42.08,65.97,408,612,3
192,366.90,100.01,347.13,143.58,299.06,107.12,404.81,135.81,249.21,75.33,456.49,116.67,200.69,56.20,467.57,108.47,187.16,47.99,239.56,198.58,226.03,168.13,237.15,283.95,136.55,134.48,243.01,361.01,181.66,64.84,275.95,381.25,184.22,26.81,232.79,183.36,323.10,125.35,139.80,12.66,11.01,109.00,5.96,102.32,154.96,65.24,55.67,53.33,612,408,3
193,267.97,166.75,217.12,155.46,242.23,190.89,178.20,133.75,280.65,215.80,138.64,118.99,318.06,200.17,130.35,110.63,325.32,189.97,155.39,211.44,165.54,234.48,104.51,187.28,190.56,294.42,125.45,129.50,175.14,364.00,130.10,98.85,199.89,378.00,160.46,222.96,229.67,173.18,176.20,8.69,55.63,138.06,84.53,35.16,64.88,111.32,61.12,76.93,612,408,3
194,418.18,128.40,405.85,160.34,367.62,146.09,451.22,155.12,320.62,143.67,494.93,143.23,271.32,135.58,509.49,137.49,260.53,129.95,334.30,229.59,327.15,212.09,326.23,304.87,254.23,199.50,332.81,372.58,261.66,131.48,364.27,385.69,251.29,101.70,330.73,220.84,386.73,153.22,170.49,8.65,6.38,93.67,11.67,86.43,136.20,53.32,33.51,60.17,612,408,3
